城市,区域,道路号,小区
北京,东城,(东城建国门外)北京市东城区建国门南大街7号,荷华明城大厦
北京,东城,(东城东四)东板桥街57号,东板桥街57号
北京,东城,(东城建国门外)西镇江胡同,西镇江胡同
北京,东城,(东城朝阳门内)朝阳门内大街75号院,仓南胡同12号院
北京,东城,(东城灯市口)同福夹道,同福夹道
北京,东城,"(东城建国门外)崇文门内大街苏州胡同, 苏州胡同101号院, 苏州胡同44号院, 苏州胡同61号院",苏州胡同
北京,东城,(东城广渠门)广渠门外南街冠城名敦道A区,冠城名敦道A区
北京,西城,(西城右安门内)里仁街6号院,里仁街6号院
北京,西城,(西城阜成门)百万庄大街7号院,百万庄7号院
北京,西城,(西城马甸)裕中西里,裕中西里
北京,西城,(西城官园)赵登禹路冠英园西区,冠英园小区
北京,西城,"(西城德胜门)新外大街28号院, 新街口外大街28-9号",新外大街28号院
北京,西城,(西城月坛)二七剧场路东里,铁二区
北京,西城,(西城广安门)广安门外大街305号二区红山世家,红山世家
北京,西城,(西城马连道)马连道路6号院,格调
北京,西城,(西城宣武门)椿树园,椿树园
北京,西城,"(西城木樨地)西便门外大街西里, 西便门外东大街",西便门外大街
北京,西城,(西城六铺炕)五路通北街,五路通北街
北京,西城,(西城西直门)玉桃园三区,玉桃园三区
北京,西城,(西城广安门)小红庙,小红庙
北京,西城,(西城车公庄)车公庄中里,车公庄中里
北京,西城,(西城广安门)手帕口南街1号院,朗琴园
北京,西城,(西城广安门)广安门外车站西街15号院,车站西街15号院
北京,西城,(西城车公庄)榆树馆西里,榆树馆西里
北京,西城,(西城六铺炕)黄寺大街26号院,北广家园
北京,西城,(西城广安门)广安门外大街广华轩,广华轩
北京,西城,"(西城广安门)莲花河胡同2号院,莲花河胡同1号院",丽水莲花
北京,西城,(西城马甸)新街口外大街甲8号院,新外大街甲8号院
北京,西城,(西城马连道)马连道南街2号院,西环景苑
北京,西城,(西城月坛)地藏庵,地藏庵
北京,西城,(西城牛街)牛街西里,牛街西里
北京,西城,(西城月坛)三里河二区B区,三里河二区B区
北京,西城,(西城马连道)红莲南里,红莲南里
北京,西城,(西城马连道)红莲北里,红莲北里
北京,西城,(西城西直门)新兴东巷,新兴东巷
北京,西城,(西城六铺炕)教场口街6号院,教场口6号院
北京,西城,(西城木樨地)复兴门外大街,复兴门外大街
北京,西城,(西城牛街)牛街东里,牛街东里
北京,西城,(西城车公庄)车公庄大街北里,车公庄北里
北京,西城,(西城月坛)阜成门南大街,阜成门南大街
北京,西城,(西城右安门内)白纸坊西街,白纸坊西街
北京,西城,(西城德胜门)冰窖口胡同1号院,德胜佳苑
北京,西城,(西城木樨地)白云路7号院,白云路七号院
北京,西城,(西城右安门内)育新街47号,清芷园
北京,西城,(西城德胜门)德胜里一区,德胜里一区
北京,西城,(西城月坛)三里河一区,三里河一区
北京,西城,(西城六铺炕)六铺炕三区,六铺炕三区
北京,西城,(西城马甸)新风北街新风北街小区,新风北街
北京,西城,(西城德胜门)德胜里二区,德胜里二区
北京,西城,"(西城广安门)小马厂路1号院, 小马厂一巷1号院",西豪逸景
北京,西城,(西城西直门)前桃园1号,前桃园1号
北京,西城,(西城六铺炕)人定湖西里,人定湖西里
北京,西城,(西城长椿街)核桃园西街37号,锦上国际公寓
北京,西城,(西城新街口)新街口西里二区,新街口西里二区
北京,西城,(西城金融街)鲍家街43号,鲍家街
北京,西城,(西城陶然亭)黑窑厂东街,黑窑厂东街
北京,西城,"(西城马连道)马连道中里二区, 马连道中里三区, 马连道中里一区",马连道中里
北京,西城,(西城六铺炕)人定湖北巷1号院,人定湖北巷
北京,西城,"(西城月坛)三里河二区A区, 三里河二区",三里河二区A区
北京,西城,(西城陶然亭)天桥北里,天桥北里
北京,西城,(西城阜成门)北礼士路60号院,北礼士路60号院
北京,西城,(西城木樨地)白云路西里,汽南小区
北京,西城,"(西城车公庄)九和苑, 新华里10号院",九和苑
北京,西城,(西城右安门内)新安中里,新安中里
北京,西城,(西城阜成门)北露园,北露园
北京,西城,(西城天宁寺)天宁寺东里,天宁寺东里
北京,西城,(西城白纸坊)白纸坊西街17号院,恬心家园
北京,西城,(西城月坛)南礼士路三条北里,南礼士路三条北里
北京,西城,(西城西单)西戎线胡同,新壁街
北京,西城,"(西城官园)西直门南小街189号, 玉廊西园",官苑8号
北京,西城,(西城六铺炕)教场口街9号院,教场口9号院
北京,西城,(西城西四)赵登禹路宝产胡同15号院,宝产胡同15号院
北京,西城,(西城牛街)南线阁5号院,南线阁5号院
北京,西城,(西城广安门)广安门车站西街1号院,车站西街1号院
北京,西城,(西城陶然亭)南横东街四平园,四平园
北京,西城,"(西城右安门内)白纸坊东街, 白纸坊东街1号, 白纸坊东街2号, 白纸坊东街3号, 白纸坊东街4号, 白纸坊东街18号, 白纸坊东街24号",白纸坊东街
北京,西城,(西城月坛)月坛南街月坛南街北里,月坛南街北里
北京,西城,(西城阜成门)扣钟北里,扣钟北里
北京,西城,(西城阜成门)百万庄南街10号院,侨办大院
北京,西城,(西城官园)富国里小区,富国里小区
北京,西城,(西城金融街)宏汇园,宏汇园小区
北京,西城,(西城宣武门)山西街6号院,四合上院
北京,西城,"(西城月坛)三里河三区, 三里河南七巷1号院",三里河三区
北京,西城,(西城月坛)南礼土路,万明园
北京,西城,(西城六铺炕)五路通北街3号院,五路通北街3号院
北京,西城,(西城马甸)黄寺大街23号院,阳光丽景
北京,西城,(西城宣武门)香炉营东巷2号院,庄胜二期
北京,西城,(西城阜成门)阜成门外北街,阜成门外北街
北京,西城,(西城六铺炕)六铺炕二区,六铺炕二区
北京,西城,(西城右安门内)半步桥街42号,远雄大观
北京,西城,(西城德胜门)新德街35号院,新德街35号院
北京,西城,(西城牛街)右安门内大街10号院,凯迪尚府
北京,西城,(西城金融街)丰汇园,丰汇园小区
北京,西城,(西城阜成门)百万庄大街甲21号院,百万庄大街甲21号院
北京,西城,(西城牛街)双槐里,双槐里
北京,西城,(西城阜成门)南露园,南露园
北京,西城,(西城广安门)恒昌花园,恒昌花园
北京,西城,(西城牛街)枣林前街147号院,枣林前街
北京,西城,"(西城木樨地)白云观街, 白云观北里",白云观
北京,西城,(西城木樨地)西便门外大街4号院,温馨家园
北京,西城,(西城马连道)马连道东街甲2号院,常青藤嘉园
北京,西城,(西城金融街)太平桥大街8号院,西城晶华
北京,西城,(西城木樨地)木樨地北里,木樨地
北京,西城,(西城天宁寺)新居东里,新居东里
北京,西城,(西城右安门内)右安门内西街甲2号院,右安门内西街甲2号院
北京,西城,(西城右安门内)自新路,自新路
北京,西城,(西城金融街)太平桥大街252号,京畿道
北京,西城,(西城马连道)马连道路甲10,馨莲茗园
北京,西城,(西城马连道)马连道北里,马连道北里
北京,西城,(西城六铺炕)安德路,安德馨居
北京,西城,(西城长椿街)康乐里小区,康乐里小区
北京,西城,(西城西直门)玉桃园三区甲一号院,熙府桃园
北京,西城,"(西城宣武门)宣武门外东大街, 宣武门东大街",宣武门外东大街
北京,西城,(西城天宁寺)广安门外南街,广安门外南街
北京,西城,(西城天宁寺)车站东街13号院,广安苑二期
北京,西城,(西城西四)西什库大街爱民里小区,爱民里小区
北京,西城,(西城西四)大拐棒胡同,大拐棒胡同
北京,西城,(西城右安门内)新安南里,新安南里
北京,西城,(西城西直门)德宝新园,德宝新园
北京,西城,"(西城月坛)南礼士路19号, 南礼士路二条2号院",建邦礼仕阁
北京,西城,(西城德胜门)冰窖口胡同73号院,冰窖口胡同73号院
北京,西城,(西城马连道)马连道路13号院,马连道路13号院
北京,西城,(西城金融街)新文化街,新文化街
北京,西城,(西城阜成门)百万庄大街10号院,外交学院
北京,西城,(西城阜成门)百万庄中里,百万庄中里
北京,西城,(西城马连道)马连道路80号院,北欧印象
北京,西城,(西城官园)柳巷15号院,柳巷15号院
北京,西城,"(西城牛街)白广路6号院, 白广路4.6号楼",白广路6号院
北京,西城,(西城长椿街)感化胡同3号院,感化胡同3号院
北京,西城,(西城月坛)南礼士路46号院,南礼士路46号院
北京,西城,(西城德胜门)新街口外大街34号院,观河锦苑
北京,西城,(西城新街口)新街口西里一区,新街口西里一区
北京,西城,(西城右安门内)右安门内西街甲10号院,右安门内西街甲10号院
北京,西城,"(西城月坛)二七剧场路13号院, 二七剧场路19号, 二七剧场路1号院",二七剧场路
北京,西城,(西城长椿街)报国寺东夹道1号东院,报国寺东夹道1号东院
北京,西城,(西城西直门)后桃园胡同9号院,后桃园胡同9号院
北京,西城,(西城月坛)三里河一区3号院,三里河一区3号院
北京,西城,(西城马连道)马连道南街2号院,丽阳四季
北京,西城,(西城西单)西绒线胡同,西绒线
北京,西城,(西城天宁寺)天宁寺前街北里,天宁寺前街北里
北京,西城,(西城阜成门)百万庄南街,百万庄南街
北京,西城,(西城广安门)广安门外大街305号,蝶翠华庭
北京,西城,"(西城木樨地)西便门外大街西便门东里, 西便门东里",西便门东里
北京,西城,(西城金融街)丰融园,丰融园
北京,西城,(西城牛街)法源寺西里,法源寺西里小区
北京,西城,(西城右安门内)育人里,育人里小区
北京,西城,(西城天宁寺)广外南街63号院,广外南街63号院
北京,西城,(西城车公庄)西直门外大街,西直门外大街
北京,西城,(西城车公庄)进步巷,进步巷
北京,西城,(西城陶然亭)里仁东街,里仁东街
北京,西城,"(西城白纸坊)菜园街建功北里, 建功北里二区, 建功北里三区, 建功北里四区, 建功北里五区, 建功北里一区",建功北里
北京,西城,(西城右安门内)信建里,信建里小区
北京,西城,"(西城广安门)广安门外大街197号, 广安门外大街201号, 广安门外大街甲201号, 广安门外大街397号, 广安门外大街411号, 广外大街",广安门外大街
北京,西城,(西城菜户营)鸭子桥路45号院,政泰家园
北京,西城,(西城阜成门)车公庄大街2号院,文华园
北京,西城,(西城广安门)手帕口北街小马厂南里,小马厂南里
北京,西城,(西城金融街)粉子胡同30号院,粉子胡同30号院
北京,西城,"(西城马甸)新街口外大街10号院, 新街口外大街8号",新外大街10号院
北京,西城,"(西城金融街)太平桥大街, 丰融园",丰侨公寓
北京,西城,(西城天宁寺)车站东街5号院,广安苑一期
北京,西城,(西城天宁寺)广外南街,白菜湾社区
北京,西城,(西城西单)西黄城根南街1号,西黄城根南街一区
北京,西城,(西城西直门)玉桃园一区,玉桃园一区
北京,西城,(西城月坛)三里河东路7号院,三里河东路7号院
北京,西城,(西城阜成门)百万庄子区,百万庄子区
北京,西城,(西城车公庄)团结大院,团结大院
北京,西城,(西城陶然亭)陶然亭路黑窑厂西里,黑窑厂西里
北京,西城,(西城广安门)红居南街,红居南街
北京,西城,(西城阜成门)展览路,三塔社区
北京,西城,(西城月坛)三里河一区2号院,三里河一区2号院
北京,西城,"(西城牛街)春风胡同8号, 春风胡同10号",牛街18
北京,西城,(西城西四)西什库大街26号院,华裕园小区
北京,西城,(西城阜成门)百万庄卯区,百万庄卯区
北京,西城,(西城阜成门)百万庄午区,百万庄午区
北京,西城,(西城金融街)华远北街1号,华远北街
北京,西城,(西城广安门)广外大街397号,广外大街397号
北京,西城,(西城右安门内)半步桥街60号,华龙美钰
北京,西城,"(西城广安门)广安门外大街305号, 莲花池东路, 莲花河北街11号院",玺源台
北京,西城,(西城阜成门)百万庄大街9号院,融城
北京,西城,(西城天宁寺)广外南街67号院,广安门外南街67号院
北京,西城,(西城马甸)新风街甲1号,新风街甲1号
北京,西城,(西城金融街)闹市口大街9号院,北京尊府
北京,西城,(西城官园)前半壁街乙35号,前半壁街35号院
北京,西城,(西城陶然亭)太平街甲乙18号院,太平街甲乙18号院
北京,西城,(西城牛街)盆儿胡同62号院,盆儿胡同62号院
北京,西城,(西城车公庄)朝阳庵社区,朝阳庵
北京,西城,(西城广安门)广安门外车站西街17号院,车站西街17号院
北京,西城,(西城六铺炕)塔院胡同12号院,塔院胡同12号院
北京,西城,(西城陶然亭)菜市口大街甲2号院,中信沁园
北京,西城,(西城广安门)莲花池东路24号院,莲花池东路24号院
北京,西城,(西城马甸)北三环中路10号院,文联宿舍
北京,西城,(西城六铺炕)安德路,安德路
北京,西城,(西城月坛)南营房,水电部宿舍
北京,西城,"(西城天宁寺)椿树馆街35号院, 椿树馆35号院",椿树馆街35号院
北京,西城,(西城官园)后广平胡同小后仓,小后仓
北京,西城,(西城牛街)南线阁街甲41号院,南线阁41号院
北京,西城,(西城六铺炕)前马厂胡同60号,龙岳洲
北京,西城,(西城陶然亭)菜市口大街6号院,中信锦园
